#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AEW85556.1	AEW86435.1	1041826.FCOL_03580	1041826.FCOL_08100	0.055	0	0	0	0.177	0	0.800	0.213	0.861
AEW85556.1	AEW86331.1	1041826.FCOL_03580	1041826.FCOL_07560	0.042	0	0	0	0	0	0.800	0.340	0.862
AEW85556.1	AEW87422.1	1041826.FCOL_03580	1041826.FCOL_13135	0	0	0	0	0.266	0.089	0.800	0.131	0.868
AEW85556.1	AEW85994.1	1041826.FCOL_03580	1041826.FCOL_05845	0.056	0	0	0	0.246	0.108	0.800	0.193	0.878
AEW85556.1	AEW86639.1	1041826.FCOL_03580	1041826.FCOL_09150	0.125	0	0	0	0.786	0.240	0	0.276	0.883
AEW85556.1	pckA	1041826.FCOL_03580	1041826.FCOL_09055	0.046	0	0	0	0.073	0	0.900	0.276	0.927
AEW85556.1	AEW86102.1	1041826.FCOL_03580	1041826.FCOL_06405	0.056	0	0	0	0.246	0.108	0.900	0.193	0.939
AEW85556.1	AEW86871.1	1041826.FCOL_03580	1041826.FCOL_10320	0.298	0	0	0	0.400	0.099	0.800	0.388	0.945
AEW85556.1	mqo	1041826.FCOL_03580	1041826.FCOL_06155	0.056	0	0	0	0.397	0	0.900	0.276	0.953
AEW85556.1	AEW86977.1	1041826.FCOL_03580	1041826.FCOL_10870	0.078	0	0	0	0.493	0.275	0.900	0.132	0.965
AEW85556.1	AEW86472.1	1041826.FCOL_03580	1041826.FCOL_08285	0.291	0	0	0	0.704	0	0.800	0.388	0.970
AEW85556.1	AEW85761.1	1041826.FCOL_03580	1041826.FCOL_04650	0.078	0	0	0	0.719	0	0.900	0.276	0.978
AEW85556.1	mdh	1041826.FCOL_03580	1041826.FCOL_06830	0.125	0	0	0	0.738	0.458	0.900	0.276	0.989
AEW85557.1	AEW84926.1	1041826.FCOL_03585	1041826.FCOL_00355	0.111	0	0	0	0.153	0	0.900	0.113	0.924
AEW85557.1	AEW85008.1	1041826.FCOL_03585	1041826.FCOL_00785	0.055	0	0	0	0.369	0	0	0.083	0.405
AEW85557.1	AEW85530.1	1041826.FCOL_03585	1041826.FCOL_03440	0	0	0.453	0	0	0	0	0	0.453
AEW85557.1	AEW85556.1	1041826.FCOL_03585	1041826.FCOL_03580	0.497	0	0	0	0.056	0	0	0.054	0.512
AEW85557.1	AEW87176.1	1041826.FCOL_03585	1041826.FCOL_11875	0.055	0	0	0	0.369	0	0	0.083	0.405
AEW85557.1	AEW86544.1	1041826.FCOL_03585	1041826.FCOL_08655	0.052	0	0	0	0	0	0.500	0.112	0.542
AEW85557.1	AEW85558.1	1041826.FCOL_03585	1041826.FCOL_03590	0.559	0	0	0	0	0	0	0	0.560
AEW85557.1	AEW86541.1	1041826.FCOL_03585	1041826.FCOL_08640	0	0	0	0	0	0	0.800	0.113	0.815
AEW85557.1	AEW86542.1	1041826.FCOL_03585	1041826.FCOL_08645	0.042	0	0	0	0.044	0	0.900	0.083	0.904
AEW85557.1	AEW86262.1	1041826.FCOL_03585	1041826.FCOL_07215	0.115	0.210	0	0	0.247	0.093	0.900	0.071	0.945
AEW85558.1	AEW85556.1	1041826.FCOL_03590	1041826.FCOL_03580	0.459	0	0	0	0	0	0	0	0.460
AEW85558.1	AEW85557.1	1041826.FCOL_03590	1041826.FCOL_03585	0.559	0	0	0	0	0	0	0	0.560
AEW85562.1	AEW84928.1	1041826.FCOL_03610	1041826.FCOL_00365	0.125	0	0	0	0.768	0	0	0.276	0.840
AEW85562.1	AEW85128.1	1041826.FCOL_03610	1041826.FCOL_01395	0.073	0	0	0	0.486	0	0	0.113	0.540
AEW85562.1	AEW85145.1	1041826.FCOL_03610	1041826.FCOL_01480	0.063	0	0	0	0.476	0	0	0.089	0.513
AEW85562.1	AEW85279.1	1041826.FCOL_03610	1041826.FCOL_02160	0.110	0	0	0	0.517	0	0	0.194	0.623
AEW85562.1	AEW85450.1	1041826.FCOL_03610	1041826.FCOL_03025	0.073	0	0	0	0.486	0	0	0.113	0.540
AEW85562.1	AEW85538.1	1041826.FCOL_03610	1041826.FCOL_03480	0	0	0.524	0	0	0	0	0	0.524
AEW85562.1	AEW85547.1	1041826.FCOL_03610	1041826.FCOL_03525	0.125	0.147	0.361	0	0	0	0	0	0.481
AEW85562.1	AEW85556.1	1041826.FCOL_03610	1041826.FCOL_03580	0	0	0	0	0.485	0	0	0.194	0.567
AEW85562.1	AEW87275.1	1041826.FCOL_03610	1041826.FCOL_12380	0	0	0.406	0	0	0	0	0	0.406
AEW85562.1	AEW87411.1	1041826.FCOL_03610	1041826.FCOL_13080	0	0	0.404	0	0.053	0	0	0	0.411
AEW85562.1	AEW86152.1	1041826.FCOL_03610	1041826.FCOL_06655	0.125	0	0.363	0	0	0	0	0	0.418
AEW85562.1	AEW86555.1	1041826.FCOL_03610	1041826.FCOL_08710	0	0	0.460	0	0	0	0	0	0.460
AEW85562.1	AEW85969.1	1041826.FCOL_03610	1041826.FCOL_05720	0	0	0	0	0.330	0	0	0.253	0.478
AEW85562.1	recR	1041826.FCOL_03610	1041826.FCOL_03620	0.494	0	0	0	0	0	0	0	0.495
AEW85562.1	AEW87108.1	1041826.FCOL_03610	1041826.FCOL_11535	0.172	0	0.154	0	0.120	0	0	0.298	0.509
AEW85562.1	AEW86074.1	1041826.FCOL_03610	1041826.FCOL_06265	0.054	0	0	0	0.245	0	0	0.382	0.520
AEW85562.1	AEW86162.1	1041826.FCOL_03610	1041826.FCOL_06705	0.064	0	0	0	0.245	0	0	0.394	0.534
AEW85562.1	AEW87419.2	1041826.FCOL_03610	1041826.FCOL_13120	0.073	0	0	0	0.486	0	0	0.113	0.540
AEW85562.1	AEW86955.1	1041826.FCOL_03610	1041826.FCOL_10760	0.073	0	0	0	0.486	0	0	0.113	0.540
AEW85562.1	AEW87253.1	1041826.FCOL_03610	1041826.FCOL_12260	0	0	0.553	0	0	0	0	0	0.553
AEW85565.1	AEW84917.1	1041826.FCOL_03625	1041826.FCOL_00310	0	0	0.454	0	0	0	0	0	0.454
AEW85565.1	recR	1041826.FCOL_03625	1041826.FCOL_03620	0.444	0	0	0	0	0	0	0	0.445
AEW85565.1	AEW87347.1	1041826.FCOL_03625	1041826.FCOL_12760	0.185	0	0	0	0	0	0	0.300	0.405
AEW85565.1	AEW87323.1	1041826.FCOL_03625	1041826.FCOL_12640	0.045	0	0.410	0	0	0	0	0	0.412
AEW85565.1	AEW87496.1	1041826.FCOL_03625	1041826.FCOL_13505	0	0	0.429	0	0	0	0	0	0.429
AEW85565.1	AEW87024.1	1041826.FCOL_03625	1041826.FCOL_11105	0	0	0.430	0	0	0	0	0	0.430
AEW85565.1	AEW87325.1	1041826.FCOL_03625	1041826.FCOL_12650	0.043	0	0.343	0	0.128	0	0	0.089	0.433
AEW85565.1	AEW86981.1	1041826.FCOL_03625	1041826.FCOL_10890	0	0	0.438	0	0	0	0	0	0.438
AEW85565.1	AEW86409.1	1041826.FCOL_03625	1041826.FCOL_07960	0.060	0	0	0	0.074	0.396	0	0.087	0.455
AEW85565.1	AEW85646.1	1041826.FCOL_03625	1041826.FCOL_04060	0	0	0.474	0	0	0	0	0	0.474
AEW85565.1	AEW86178.1	1041826.FCOL_03625	1041826.FCOL_06785	0	0	0.481	0	0	0	0	0	0.481
AEW85565.1	ubiA	1041826.FCOL_03625	1041826.FCOL_07480	0	0	0.481	0	0	0	0	0	0.481
AEW85565.1	AEW87423.1	1041826.FCOL_03625	1041826.FCOL_13140	0.082	0	0.461	0	0	0	0	0	0.484
AEW85565.1	AEW87326.1	1041826.FCOL_03625	1041826.FCOL_12655	0.047	0	0.413	0	0.190	0	0	0.057	0.515
AEW85565.1	AEW85947.1	1041826.FCOL_03625	1041826.FCOL_05610	0	0	0.520	0	0	0	0	0	0.520
AEW85565.1	AEW85571.1	1041826.FCOL_03625	1041826.FCOL_03655	0.503	0	0	0	0	0	0	0.083	0.525
AEW85565.1	AEW85700.1	1041826.FCOL_03625	1041826.FCOL_04330	0	0	0.535	0	0	0	0	0	0.535
AEW85565.1	AEW87304.1	1041826.FCOL_03625	1041826.FCOL_12525	0.073	0	0	0	0.490	0	0	0.113	0.544
AEW85565.1	AEW87327.1	1041826.FCOL_03625	1041826.FCOL_12660	0.047	0	0.459	0	0.190	0	0	0.057	0.553
AEW85565.1	AEW86463.1	1041826.FCOL_03625	1041826.FCOL_08240	0.065	0	0.183	0	0.450	0	0	0.087	0.565
AEW85565.1	AEW86813.1	1041826.FCOL_03625	1041826.FCOL_10020	0.055	0	0.545	0	0	0	0	0.074	0.567
AEW85565.1	AEW87330.1	1041826.FCOL_03625	1041826.FCOL_12675	0.043	0	0.502	0	0.128	0	0	0.089	0.570
AEW85565.1	AEW87050.1	1041826.FCOL_03625	1041826.FCOL_11235	0.073	0	0.562	0	0	0	0	0	0.576
AEW85565.1	AEW87263.1	1041826.FCOL_03625	1041826.FCOL_12310	0.055	0	0.648	0	0	0	0	0.074	0.665
AEW85565.1	AEW86060.1	1041826.FCOL_03625	1041826.FCOL_06195	0.043	0	0.637	0	0.124	0	0	0	0.669
AEW85565.1	AEW86706.1	1041826.FCOL_03625	1041826.FCOL_09485	0	0	0.672	0	0	0	0	0.044	0.673
AEW85565.1	AEW86881.1	1041826.FCOL_03625	1041826.FCOL_10370	0	0	0.675	0	0	0	0	0	0.675
AEW85565.1	AEW86461.1	1041826.FCOL_03625	1041826.FCOL_08230	0.046	0	0.698	0	0	0	0	0	0.699
AEW85565.1	AEW85570.1	1041826.FCOL_03625	1041826.FCOL_03650	0.691	0	0	0	0	0	0	0.074	0.702
AEW85565.1	AEW87328.1	1041826.FCOL_03625	1041826.FCOL_12665	0.043	0	0.687	0	0.128	0	0	0	0.715
AEW85565.1	AEW87421.1	1041826.FCOL_03625	1041826.FCOL_13130	0	0	0.730	0	0	0	0	0	0.730
AEW85565.1	AEW86877.1	1041826.FCOL_03625	1041826.FCOL_10350	0.087	0	0.734	0	0	0	0	0	0.746
AEW85565.1	AEW85569.1	1041826.FCOL_03625	1041826.FCOL_03645	0.705	0	0	0	0	0	0	0.184	0.749
AEW85565.1	AEW87332.1	1041826.FCOL_03625	1041826.FCOL_12685	0.043	0	0.720	0	0.128	0	0	0.089	0.758
AEW85565.1	AEW85567.1	1041826.FCOL_03625	1041826.FCOL_03635	0.777	0	0	0	0.087	0	0	0.055	0.792
AEW85565.1	AEW87311.1	1041826.FCOL_03625	1041826.FCOL_12570	0.187	0	0.212	0	0.671	0	0	0.194	0.807
AEW85565.1	AEW87312.1	1041826.FCOL_03625	1041826.FCOL_12575	0.183	0	0.208	0	0.686	0	0	0.194	0.814
AEW85565.1	AEW85568.1	1041826.FCOL_03625	1041826.FCOL_03640	0.789	0	0	0	0.127	0	0	0.074	0.815
AEW85565.1	AEW87331.1	1041826.FCOL_03625	1041826.FCOL_12680	0.091	0	0.692	0	0.328	0	0	0.193	0.827
AEW85565.1	AEW87305.1	1041826.FCOL_03625	1041826.FCOL_12530	0	0	0.240	0.687	0	0	0.900	0	0.920
AEW85565.1	AEW87333.1	1041826.FCOL_03625	1041826.FCOL_12690	0.180	0	0.486	0	0.891	0	0	0.339	0.965
AEW85565.1	AEW87306.1	1041826.FCOL_03625	1041826.FCOL_12535	0.180	0	0.456	0	0.479	0.936	0	0.339	0.988
AEW85565.1	AEW85566.1	1041826.FCOL_03625	1041826.FCOL_03630	0.805	0	0.766	0	0.479	0.936	0	0.339	0.998
AEW85566.1	nuoD	1041826.FCOL_03630	1041826.FCOL_00090	0	0	0	0	0	0	0.395	0.131	0.451
AEW85566.1	AEW84877.1	1041826.FCOL_03630	1041826.FCOL_00100	0	0	0	0	0	0	0.390	0.088	0.419
AEW85566.1	AEW84878.1	1041826.FCOL_03630	1041826.FCOL_00105	0	0	0	0	0	0.115	0.390	0.084	0.462
AEW85566.1	AEW84917.1	1041826.FCOL_03630	1041826.FCOL_00310	0.050	0	0.467	0	0	0	0	0	0.472
AEW85566.1	AEW84941.1	1041826.FCOL_03630	1041826.FCOL_00430	0.178	0	0	0	0.056	0	0	0.314	0.421
AEW85566.1	AEW85066.1	1041826.FCOL_03630	1041826.FCOL_01085	0.372	0	0	0	0.050	0	0	0.238	0.505
AEW85566.1	AEW85090.1	1041826.FCOL_03630	1041826.FCOL_01205	0.180	0	0	0	0.209	0	0	0.319	0.519
AEW85566.1	AEW85309.1	1041826.FCOL_03630	1041826.FCOL_02310	0.163	0	0.151	0	0.243	0	0	0.232	0.531
AEW85566.1	AEW85385.1	1041826.FCOL_03630	1041826.FCOL_02700	0.180	0	0	0	0.056	0.305	0	0.339	0.596
AEW85566.1	AEW85422.1	1041826.FCOL_03630	1041826.FCOL_02885	0.102	0	0.285	0	0.100	0	0	0.126	0.427
AEW85566.1	AEW85425.1	1041826.FCOL_03630	1041826.FCOL_02900	0.168	0	0.244	0	0.052	0	0	0.202	0.460
AEW85566.1	guaA	1041826.FCOL_03630	1041826.FCOL_02950	0.349	0	0	0	0	0.242	0	0.305	0.627
AEW85566.1	AEW85504.1	1041826.FCOL_03630	1041826.FCOL_03300	0.191	0	0	0	0	0	0	0.338	0.441
AEW85566.1	recR	1041826.FCOL_03630	1041826.FCOL_03620	0.512	0	0	0	0	0	0	0	0.513
AEW85566.1	AEW85565.1	1041826.FCOL_03630	1041826.FCOL_03625	0.805	0	0.766	0	0.479	0.936	0	0.339	0.998
AEW85566.1	AEW87335.1	1041826.FCOL_03630	1041826.FCOL_12700	0	0	0.400	0	0	0	0	0	0.400
AEW85566.1	AEW86968.1	1041826.FCOL_03630	1041826.FCOL_10825	0.102	0	0.262	0	0.100	0	0	0.126	0.408
AEW85566.1	AEW86532.1	1041826.FCOL_03630	1041826.FCOL_08585	0.291	0	0	0	0.056	0	0	0.193	0.412
AEW85566.1	AEW87311.1	1041826.FCOL_03630	1041826.FCOL_12570	0.188	0	0.183	0	0	0	0	0.194	0.418
AEW85566.1	AEW87322.1	1041826.FCOL_03630	1041826.FCOL_12635	0.189	0	0	0	0.054	0	0	0.303	0.418
AEW85566.1	AEW85646.1	1041826.FCOL_03630	1041826.FCOL_04060	0	0	0.421	0	0	0	0	0	0.421
AEW85566.1	AEW85812.1	1041826.FCOL_03630	1041826.FCOL_04925	0.178	0	0	0	0.056	0	0	0.314	0.421
AEW85566.1	AEW87303.1	1041826.FCOL_03630	1041826.FCOL_12520	0.168	0	0.159	0	0.121	0	0	0.174	0.423
AEW85566.1	AEW87024.1	1041826.FCOL_03630	1041826.FCOL_11105	0.042	0	0.424	0	0	0	0	0	0.424
AEW85566.1	AEW87318.1	1041826.FCOL_03630	1041826.FCOL_12605	0.106	0	0.253	0	0.130	0	0	0.131	0.427
AEW85566.1	AEW86178.1	1041826.FCOL_03630	1041826.FCOL_06785	0	0	0.430	0	0	0	0	0	0.430
AEW85566.1	AEW87425.2	1041826.FCOL_03630	1041826.FCOL_13150	0.166	0	0.153	0	0	0	0	0.278	0.445
AEW85566.1	AEW87323.1	1041826.FCOL_03630	1041826.FCOL_12640	0.179	0	0.353	0	0	0	0	0	0.446
AEW85566.1	AEW86462.1	1041826.FCOL_03630	1041826.FCOL_08235	0.102	0	0.315	0	0.100	0	0	0.126	0.451
AEW85566.1	AEW87314.1	1041826.FCOL_03630	1041826.FCOL_12585	0.191	0	0	0	0	0	0	0.351	0.452
AEW85566.1	AEW86550.1	1041826.FCOL_03630	1041826.FCOL_08685	0.163	0	0	0	0.243	0	0	0.232	0.470
AEW85566.1	metG	1041826.FCOL_03630	1041826.FCOL_08345	0.327	0	0	0	0.146	0.106	0	0.091	0.470
AEW85566.1	AEW86944.1	1041826.FCOL_03630	1041826.FCOL_10705	0.163	0	0	0	0.243	0	0	0.232	0.470
AEW85566.1	AEW86709.2	1041826.FCOL_03630	1041826.FCOL_09500	0.163	0	0	0	0.243	0	0	0.232	0.470
AEW85566.1	AEW86498.1	1041826.FCOL_03630	1041826.FCOL_08415	0.163	0	0	0	0.243	0	0	0.232	0.470
AEW85566.1	AEW87222.1	1041826.FCOL_03630	1041826.FCOL_12105	0.135	0	0.228	0	0.135	0	0	0.194	0.472
AEW85566.1	AEW86981.1	1041826.FCOL_03630	1041826.FCOL_10890	0	0	0.476	0	0	0	0	0	0.476
AEW85566.1	AEW85947.1	1041826.FCOL_03630	1041826.FCOL_05610	0.043	0	0.476	0	0	0	0	0	0.477
AEW85566.1	AEW87423.1	1041826.FCOL_03630	1041826.FCOL_13140	0	0	0.482	0	0	0	0	0	0.482
AEW85566.1	AEW85700.1	1041826.FCOL_03630	1041826.FCOL_04330	0	0	0.493	0	0	0	0	0	0.493
AEW85566.1	AEW86503.1	1041826.FCOL_03630	1041826.FCOL_08440	0.173	0	0	0	0.122	0	0	0.360	0.494
AEW85566.1	AEW86972.1	1041826.FCOL_03630	1041826.FCOL_10845	0.191	0	0	0	0.155	0	0	0.337	0.507
AEW85566.1	AEW87326.1	1041826.FCOL_03630	1041826.FCOL_12655	0.135	0	0.367	0	0.135	0	0	0.194	0.567
AEW85566.1	AEW87325.1	1041826.FCOL_03630	1041826.FCOL_12650	0.106	0	0.438	0	0.130	0	0	0.131	0.569
AEW85566.1	AEW86162.1	1041826.FCOL_03630	1041826.FCOL_06705	0.359	0	0	0	0.050	0	0	0.351	0.570
AEW85566.1	AEW86074.1	1041826.FCOL_03630	1041826.FCOL_06265	0.415	0	0	0	0.050	0	0	0.300	0.577
AEW85566.1	AEW85571.1	1041826.FCOL_03630	1041826.FCOL_03655	0.560	0	0	0	0	0	0	0.083	0.579
AEW85566.1	AEW87306.1	1041826.FCOL_03630	1041826.FCOL_12535	0.176	0	0.293	0.649	0.070	0	0	0.322	0.583
AEW85566.1	AEW87327.1	1041826.FCOL_03630	1041826.FCOL_12660	0.135	0	0.402	0	0.135	0	0	0.194	0.591
AEW85566.1	AEW86706.1	1041826.FCOL_03630	1041826.FCOL_09485	0.077	0	0.577	0	0	0	0	0	0.592
AEW85566.1	AEW87050.1	1041826.FCOL_03630	1041826.FCOL_11235	0.176	0	0.530	0	0	0	0	0	0.596
AEW85566.1	AEW86881.1	1041826.FCOL_03630	1041826.FCOL_10370	0.043	0	0.626	0	0	0	0	0	0.626
AEW85566.1	AEW86813.1	1041826.FCOL_03630	1041826.FCOL_10020	0.168	0	0.504	0	0.052	0	0	0.202	0.646
AEW85566.1	AEW86060.1	1041826.FCOL_03630	1041826.FCOL_06195	0.102	0	0.571	0	0.100	0	0	0.126	0.656
AEW85566.1	AEW87263.1	1041826.FCOL_03630	1041826.FCOL_12310	0.168	0	0.536	0	0.052	0	0	0.202	0.668
AEW85566.1	AEW87421.1	1041826.FCOL_03630	1041826.FCOL_13130	0	0	0.695	0	0	0	0	0	0.695
AEW85566.1	AEW87330.1	1041826.FCOL_03630	1041826.FCOL_12675	0.106	0	0.607	0	0.130	0	0	0.131	0.698
AEW85566.1	AEW86877.1	1041826.FCOL_03630	1041826.FCOL_10350	0.078	0	0.693	0	0	0	0	0	0.704
AEW85566.1	AEW86461.1	1041826.FCOL_03630	1041826.FCOL_08230	0.167	0	0.669	0	0	0	0	0	0.712
AEW85566.1	AEW85570.1	1041826.FCOL_03630	1041826.FCOL_03650	0.725	0	0	0	0	0	0	0.152	0.757
AEW85566.1	AEW87328.1	1041826.FCOL_03630	1041826.FCOL_12665	0.106	0	0.690	0	0.130	0	0	0.131	0.762
AEW85566.1	AEW87310.1	1041826.FCOL_03630	1041826.FCOL_12565	0.191	0	0.479	0	0.250	0	0	0.346	0.765
AEW85566.1	AEW87332.1	1041826.FCOL_03630	1041826.FCOL_12685	0.106	0	0.698	0	0.130	0	0	0.131	0.768
AEW85566.1	AEW87331.1	1041826.FCOL_03630	1041826.FCOL_12680	0.191	0	0.620	0	0.154	0	0	0.359	0.810
AEW85566.1	AEW85569.1	1041826.FCOL_03630	1041826.FCOL_03645	0.737	0	0	0	0	0	0	0.358	0.824
AEW85566.1	AEW87304.1	1041826.FCOL_03630	1041826.FCOL_12525	0.180	0	0.187	0	0.651	0	0	0.339	0.825
AEW85566.1	AEW85567.1	1041826.FCOL_03630	1041826.FCOL_03635	0.795	0	0.154	0	0.077	0	0	0.194	0.854
AEW85566.1	AEW85568.1	1041826.FCOL_03630	1041826.FCOL_03640	0.808	0	0	0	0.128	0	0	0.194	0.854
AEW85566.1	AEW86463.1	1041826.FCOL_03630	1041826.FCOL_08240	0.173	0	0.620	0	0.649	0	0	0.307	0.913
AEW85566.1	AEW87305.1	1041826.FCOL_03630	1041826.FCOL_12530	0.180	0	0.410	0	0.479	0.936	0	0.345	0.987
AEW85566.1	AEW87333.1	1041826.FCOL_03630	1041826.FCOL_12690	0.424	0	0.748	0	0.920	0	0	0.580	0.994
AEW85567.1	AEW84908.1	1041826.FCOL_03635	1041826.FCOL_00265	0.044	0	0	0	0	0	0.800	0.084	0.809
AEW85567.1	AEW85248.1	1041826.FCOL_03635	1041826.FCOL_01995	0	0	0	0	0.095	0.389	0	0	0.423
AEW85567.1	rpsB	1041826.FCOL_03635	1041826.FCOL_03210	0	0	0	0	0.056	0.511	0.377	0	0.687
AEW85567.1	recR	1041826.FCOL_03635	1041826.FCOL_03620	0.443	0	0	0	0	0	0	0	0.443
AEW85567.1	AEW85565.1	1041826.FCOL_03635	1041826.FCOL_03625	0.777	0	0	0	0.087	0	0	0.055	0.792
AEW85567.1	AEW85566.1	1041826.FCOL_03635	1041826.FCOL_03630	0.795	0	0.154	0	0.077	0	0	0.194	0.854
AEW85567.1	AEW87318.1	1041826.FCOL_03635	1041826.FCOL_12605	0	0	0.337	0	0.146	0	0	0	0.409
AEW85567.1	AEW86465.1	1041826.FCOL_03635	1041826.FCOL_08250	0.098	0	0	0	0.073	0.322	0	0.085	0.411
AEW85567.1	AEW86158.1	1041826.FCOL_03635	1041826.FCOL_06685	0.044	0	0	0	0.105	0.338	0	0.085	0.412
AEW85567.1	AEW86627.1	1041826.FCOL_03635	1041826.FCOL_09090	0	0	0	0	0.095	0.389	0	0	0.423
AEW85567.1	rnc	1041826.FCOL_03635	1041826.FCOL_13205	0	0	0	0	0	0.428	0	0	0.428
AEW85567.1	AEW87333.1	1041826.FCOL_03635	1041826.FCOL_12690	0.135	0	0	0	0.252	0	0	0.194	0.432
AEW85567.1	gltX	1041826.FCOL_03635	1041826.FCOL_08800	0	0	0	0	0.056	0.426	0	0	0.434
AEW85567.1	glnS	1041826.FCOL_03635	1041826.FCOL_08780	0	0	0	0	0.056	0.426	0	0	0.434
AEW85567.1	AEW86303.1	1041826.FCOL_03635	1041826.FCOL_07420	0.042	0	0	0	0.070	0.397	0	0.084	0.442
AEW85567.1	fusA	1041826.FCOL_03635	1041826.FCOL_11090	0	0	0	0	0.045	0.459	0	0.043	0.462
AEW85567.1	rplA	1041826.FCOL_03635	1041826.FCOL_10420	0	0	0	0	0.121	0.447	0	0	0.493
AEW85567.1	rplC	1041826.FCOL_03635	1041826.FCOL_11080	0	0	0	0	0.056	0.511	0	0	0.518
AEW85567.1	rplB	1041826.FCOL_03635	1041826.FCOL_11065	0	0	0	0	0.073	0.510	0	0	0.526
AEW85567.1	metK	1041826.FCOL_03635	1041826.FCOL_04055	0.057	0	0	0	0	0.288	0.381	0.074	0.563
AEW85567.1	AEW85571.1	1041826.FCOL_03635	1041826.FCOL_03655	0.556	0	0	0	0.153	0	0	0.058	0.615
AEW85567.1	rpsD	1041826.FCOL_03635	1041826.FCOL_10955	0	0	0	0	0.073	0.511	0.341	0	0.675
AEW85567.1	rplD	1041826.FCOL_03635	1041826.FCOL_11075	0	0	0	0	0.092	0.511	0.378	0	0.699
AEW85567.1	rpsC	1041826.FCOL_03635	1041826.FCOL_11050	0	0	0	0	0.133	0.511	0.379	0	0.713
AEW85567.1	AEW85570.1	1041826.FCOL_03635	1041826.FCOL_03650	0.713	0	0.085	0.671	0.107	0	0	0.085	0.758
AEW85567.1	AEW85569.1	1041826.FCOL_03635	1041826.FCOL_03645	0.734	0.036	0	0	0.327	0.108	0	0.085	0.834
AEW85567.1	murA	1041826.FCOL_03635	1041826.FCOL_04825	0	0	0	0	0	0	0.900	0.074	0.903
AEW85567.1	AEW87314.1	1041826.FCOL_03635	1041826.FCOL_12585	0.125	0	0	0	0.136	0	0.900	0.085	0.921
AEW85567.1	AEW85568.1	1041826.FCOL_03635	1041826.FCOL_03640	0.831	0	0.505	0	0.157	0	0.900	0.084	0.992
AEW85568.1	AEW84908.1	1041826.FCOL_03640	1041826.FCOL_00265	0.111	0	0	0	0	0	0.800	0.078	0.821
AEW85568.1	AEW85091.1	1041826.FCOL_03640	1041826.FCOL_01210	0.078	0	0	0	0.337	0	0	0.113	0.410
AEW85568.1	AEW85310.1	1041826.FCOL_03640	1041826.FCOL_02315	0.078	0	0	0	0.337	0	0	0.113	0.410
AEW85568.1	AEW85503.1	1041826.FCOL_03640	1041826.FCOL_03295	0.078	0	0	0	0.337	0	0	0.113	0.410
AEW85568.1	recR	1041826.FCOL_03640	1041826.FCOL_03620	0.443	0	0	0	0	0	0	0	0.444
AEW85568.1	AEW85565.1	1041826.FCOL_03640	1041826.FCOL_03625	0.789	0	0	0	0.127	0	0	0.074	0.815
AEW85568.1	AEW85566.1	1041826.FCOL_03640	1041826.FCOL_03630	0.808	0	0	0	0.128	0	0	0.194	0.854
AEW85568.1	AEW85567.1	1041826.FCOL_03640	1041826.FCOL_03635	0.831	0	0.505	0	0.157	0	0.900	0.084	0.992
AEW85568.1	AEW86348.1	1041826.FCOL_03640	1041826.FCOL_07645	0.125	0	0	0	0.246	0	0	0.210	0.433
AEW85568.1	AEW87303.1	1041826.FCOL_03640	1041826.FCOL_12520	0.125	0	0	0	0.337	0	0	0.113	0.440
AEW85568.1	AEW87333.1	1041826.FCOL_03640	1041826.FCOL_12690	0.191	0	0	0	0.332	0	0	0.235	0.550
AEW85568.1	mraY	1041826.FCOL_03640	1041826.FCOL_03850	0.125	0	0	0	0.376	0	0	0.253	0.556
AEW85568.1	AEW85571.1	1041826.FCOL_03640	1041826.FCOL_03655	0.562	0	0	0	0.172	0	0	0	0.622
AEW85568.1	AEW85569.1	1041826.FCOL_03640	1041826.FCOL_03645	0.742	0	0.116	0.613	0	0	0	0.087	0.774
AEW85568.1	AEW85570.1	1041826.FCOL_03640	1041826.FCOL_03650	0.724	0	0	0	0.460	0	0	0.124	0.858
AEW85568.1	murA	1041826.FCOL_03640	1041826.FCOL_04825	0.085	0	0	0	0	0	0.900	0	0.904
AEW85568.1	AEW87314.1	1041826.FCOL_03640	1041826.FCOL_12585	0.210	0.125	0	0	0.858	0	0.900	0.276	0.991
AEW85569.1	AEW85309.1	1041826.FCOL_03645	1041826.FCOL_02310	0.063	0	0	0	0.632	0	0	0.089	0.658
AEW85569.1	AEW85337.1	1041826.FCOL_03645	1041826.FCOL_02450	0.057	0	0	0	0.327	0.108	0	0.085	0.412
AEW85569.1	ribB	1041826.FCOL_03645	1041826.FCOL_02655	0.176	0	0	0	0.074	0	0	0.301	0.420
AEW85569.1	AEW85504.1	1041826.FCOL_03645	1041826.FCOL_03300	0.125	0	0	0	0.056	0	0.900	0.276	0.932
AEW85569.1	recR	1041826.FCOL_03645	1041826.FCOL_03620	0.403	0	0	0	0	0	0	0	0.403
AEW85569.1	AEW85565.1	1041826.FCOL_03645	1041826.FCOL_03625	0.705	0	0	0	0	0	0	0.184	0.749
AEW85569.1	AEW85566.1	1041826.FCOL_03645	1041826.FCOL_03630	0.737	0	0	0	0	0	0	0.358	0.824
AEW85569.1	AEW85567.1	1041826.FCOL_03645	1041826.FCOL_03635	0.734	0.036	0	0	0.327	0.108	0	0.085	0.834
